parlimen,variable,value
P.044 Permatang Pauh,housing_per_hundred,28.776978417266186
P.045 Bukit Mertajam,housing_per_hundred,33.00152810423021
P.046 Batu Kawan,housing_per_hundred,29.017802855266677
P.047 Nibong Tebal,housing_per_hundred,36.071094940754215
P.048 Bukit Bendera,housing_per_hundred,45.48442585219702
P.049 Tanjong,housing_per_hundred,42.170128415065065
P.050 Jelutong,housing_per_hundred,34.84897779731809
P.051 Bukit Gelugor,housing_per_hundred,33.06683913335489
P.052 Bayan Baru,housing_per_hundred,34.50952529917339
P.053 Balik Pulau,housing_per_hundred,40.19071510608717
P.054 Gerik,housing_per_hundred,31.84122513641964
P.055 Lenggong,housing_per_hundred,31.99743507534466
P.056 Larut,housing_per_hundred,33.81399575886095
P.057 Parit Buntar,housing_per_hundred,27.914837935828587
P.058 Bagan Serai,housing_per_hundred,31.638096057471017
P.059 Bukit Gantang,housing_per_hundred,30.66606067913888
P.060 Taiping,housing_per_hundred,32.34515576228655
P.061 Padang Rengas,housing_per_hundred,35.67399592625476
P.062 Sungai Siput,housing_per_hundred,28.85330876000691
P.063 Tambun,housing_per_hundred,31.571656775965984
P.064 Ipoh Timor,housing_per_hundred,34.47364513734224
P.065 Ipoh Barat,housing_per_hundred,32.119308331728135
P.066 Batu Gajah,housing_per_hundred,32.74137013852959
P.067 Kuala Kangsar,housing_per_hundred,32.340844580895556
P.068 Beruas,housing_per_hundred,35.697585089682356
P.069 Parit,housing_per_hundred,37.2433921427166
P.070 Kampar,housing_per_hundred,39.26275920116306
P.071 Gopeng,housing_per_hundred,31.549325736695096
P.072 Tapah,housing_per_hundred,31.53629271869824
P.073 Pasir Salak,housing_per_hundred,37.30384543703796
P.074 Lumut,housing_per_hundred,34.02509652509653
P.075 Bagan Datuk,housing_per_hundred,24.19112360284986
P.076 Teluk Intan,housing_per_hundred,31.193906757871247
P.077 Tanjong Malim,housing_per_hundred,29.309377211318697
P.078 Cameron Highlands,housing_per_hundred,32.48922809958677
P.079 Lipis,housing_per_hundred,25.357758684214403
P.080 Raub,housing_per_hundred,26.306186072214288
P.081 Jerantut,housing_per_hundred,27.468478872970575
P.082 Indera Mahkota,housing_per_hundred,26.90704008098142
P.083 Kuantan,housing_per_hundred,28.49345403791122
P.084 Paya Besar,housing_per_hundred,29.261720855038618
P.085 Pekan,housing_per_hundred,28.55635420158157
P.086 Maran,housing_per_hundred,27.598010721436417
P.087 Kuala Krau,housing_per_hundred,27.807250870721706
P.088 Temerloh,housing_per_hundred,30.58308235941346
P.089 Bentong,housing_per_hundred,33.71703126459028
P.090 Bera,housing_per_hundred,26.151710339618017
P.091 Rompin,housing_per_hundred,33.650158082004424
P.092 Sabak Bernam,housing_per_hundred,33.061699650756694
P.093 Sungai Besar,housing_per_hundred,30.2705453311848
P.094 Hulu Selangor,housing_per_hundred,37.245914208802475
P.095 Tanjong Karang,housing_per_hundred,31.039724700143662
P.096 Kuala Selangor,housing_per_hundred,32.02153375451053
P.097 Selayang,housing_per_hundred,29.13327956530476
P.098 Gombak,housing_per_hundred,24.432499921250148
P.099 Ampang,housing_per_hundred,30.677511016339885
P.100 Pandan,housing_per_hundred,33.51303575433243
P.101 Hulu Langat,housing_per_hundred,31.762901754759486
P.102 Bangi,housing_per_hundred,29.30255421322292
P.103 Puchong,housing_per_hundred,28.77757668965113
P.104 Subang,housing_per_hundred,30.257406609586035
P.105 Petaling Jaya,housing_per_hundred,30.181898479118942
P.106 Damansara,housing_per_hundred,29.245808090178038
P.107 Sungai Buloh,housing_per_hundred,28.84537817062911
P.108 Shah Alam,housing_per_hundred,29.0266555744225
P.109 Kapar,housing_per_hundred,26.017329388949566
P.110 Klang,housing_per_hundred,27.82864452703996
P.111 Kota Raja,housing_per_hundred,28.447468332651493
P.112 Kuala Langat,housing_per_hundred,31.726111221281055
P.113 Sepang,housing_per_hundred,37.726809006776946
P.126 Jelebu,housing_per_hundred,29.37538940809969
P.127 Jempol,housing_per_hundred,28.848762214082065
P.128 Seremban,housing_per_hundred,33.009320416850144
P.129 Kuala Pilah,housing_per_hundred,34.102304095543914
P.130 Rasah,housing_per_hundred,31.829997856460825
P.131 Rembau,housing_per_hundred,32.8506391258224
P.132 Port Dickson,housing_per_hundred,39.179087116336056
P.133 Tampin,housing_per_hundred,30.73658409268863
P.134 Masjid Tanah,housing_per_hundred,31.725694698450184
P.135 Alor Gajah,housing_per_hundred,28.12425105072104
P.136 Tangga Batu,housing_per_hundred,31.989617891967498
P.137 Hang Tuah Jaya,housing_per_hundred,31.51998170861165
P.138 Kota Melaka,housing_per_hundred,35.01153619393804
P.139 Jasin,housing_per_hundred,33.162616794642126
P.140 Segamat,housing_per_hundred,30.877109891989317
P.141 Sekijang,housing_per_hundred,31.92685293709907
P.142 Labis,housing_per_hundred,38.286482407320065
P.143 Pagoh,housing_per_hundred,27.81979370181299
P.144 Ledang,housing_per_hundred,26.359441383936737
P.145 Bakri,housing_per_hundred,24.847794405935833
P.146 Muar,housing_per_hundred,24.37839724729467
P.147 Parit Sulong,housing_per_hundred,25.814633672738747
P.148 Ayer Hitam,housing_per_hundred,30.234728703768198
P.149 Sri Gading,housing_per_hundred,23.101955993011863
P.150 Batu Pahat,housing_per_hundred,27.739156626506023
P.151 Simpang Renggam,housing_per_hundred,27.724615263613245
P.152 Kluang,housing_per_hundred,29.942073916945418
P.153 Sembrong,housing_per_hundred,28.13693591738577
P.154 Mersing,housing_per_hundred,27.89820320992391
P.155 Tenggara,housing_per_hundred,30.74415443753053
P.156 Kota Tinggi,housing_per_hundred,29.88479704411175
P.157 Pengerang,housing_per_hundred,34.18700851322161
P.158 Tebrau,housing_per_hundred,33.05026437770769
P.159 Pasir Gudang,housing_per_hundred,32.01699290945342
P.160 Johor Bahru,housing_per_hundred,39.828931015672886
P.161 Pulai,housing_per_hundred,35.934095300744154
P.162 Iskandar Puteri,housing_per_hundred,38.20954797552809
P.163 Kulai,housing_per_hundred,26.01285994627771
P.164 Pontian,housing_per_hundred,27.376556041967277
P.165 Tanjung Piai,housing_per_hundred,26.550142014419926
P.167 Kudat,housing_per_hundred,24.866564384035268
P.168 Kota Marudu,housing_per_hundred,26.062521250425007
P.169 Kota Belud,housing_per_hundred,19.94815512434378
P.170 Tuaran,housing_per_hundred,25.207444286391656
P.171 Sepanggar,housing_per_hundred,22.798607001275826
P.172 Kota Kinabalu,housing_per_hundred,22.745661196826674
P.173 Putatan,housing_per_hundred,23.577511002317646
P.174 Penampang,housing_per_hundred,26.801270595353476
P.175 Papar,housing_per_hundred,24.519271296773287
P.176 Kimanis,housing_per_hundred,20.863751785430885
P.177 Beaufort,housing_per_hundred,25.57237991056864
P.178 Sipitang,housing_per_hundred,23.788354384752868
P.179 Ranau,housing_per_hundred,21.065470935365457
P.180 Keningau,housing_per_hundred,24.803282979935634
P.181 Tenom,housing_per_hundred,24.363925940672903
P.182 Pensiangan,housing_per_hundred,22.736033164038354
P.183 Beluran,housing_per_hundred,29.908178813844415
P.184 Libaran,housing_per_hundred,21.259594522081983
P.185 Batu Sapi,housing_per_hundred,18.273488278835067
P.186 Sandakan,housing_per_hundred,18.902459070287332
P.187 Kinabatangan,housing_per_hundred,23.31051844858784
P.188 Lahad Datu,housing_per_hundred,21.151727591387083
P.189 Semporna,housing_per_hundred,18.940853728082025
P.190 Tawau,housing_per_hundred,20.65101873500744
P.191 Kalabakan,housing_per_hundred,22.92373420405394
P.192 Mas Gading,housing_per_hundred,30.938678695026635
P.193 Santubong,housing_per_hundred,28.30888909648326
P.194 Petra Jaya,housing_per_hundred,27.993607978092072
P.195 Bandar Kuching,housing_per_hundred,30.798073615411077
P.196 Stampin,housing_per_hundred,31.446114119038533
P.197 Kota Samarahan,housing_per_hundred,31.069700544407365
P.198 Puncak Borneo,housing_per_hundred,32.2691260212924
P.199 Serian,housing_per_hundred,30.597305001295673
P.200 Batang Sadong,housing_per_hundred,28.67276072891316
P.201 Batang Lupar,housing_per_hundred,28.281906153003465
P.202 Sri Aman,housing_per_hundred,31.236180265020757
P.203 Lubok Antu,housing_per_hundred,33.55115758028379
P.204 Betong,housing_per_hundred,33.09846953508519
P.205 Saratok,housing_per_hundred,31.563414693146907
P.206 Tanjong Manis,housing_per_hundred,38.531494140625
P.207 Igan,housing_per_hundred,37.337520081787645
P.208 Sarikei,housing_per_hundred,37.809318397922034
P.209 Julau,housing_per_hundred,32.65387462278654
P.210 Kanowit,housing_per_hundred,39.449392712550605
P.211 Lanang,housing_per_hundred,33.46326122176689
P.212 Sibu,housing_per_hundred,34.74366762258607
P.213 Mukah,housing_per_hundred,31.599375051393803
P.214 Selangau,housing_per_hundred,31.997662413558004
P.215 Kapit,housing_per_hundred,35.71996998703986
P.216 Hulu Rajang,housing_per_hundred,39.36719362123796
P.217 Bintulu,housing_per_hundred,28.226406747795608
P.218 Sibuti,housing_per_hundred,31.82266426236898
P.219 Miri,housing_per_hundred,33.092540933899336
P.220 Baram,housing_per_hundred,36.52026016157735
P.221 Limbang,housing_per_hundred,30.73389405472582
P.222 Lawas,housing_per_hundred,27.051688340072122
P.114 Kepong,housing_per_hundred,29.818548197252326
P.115 Batu,housing_per_hundred,30.155340160268697
P.116 Wangsa Maju,housing_per_hundred,28.760667903525043
P.117 Segambut,housing_per_hundred,35.48982125613385
P.118 Setiawangsa,housing_per_hundred,30.655698698120265
P.119 Titiwangsa,housing_per_hundred,36.20593631240991
P.120 Bukit Bintang,housing_per_hundred,36.731409038488664
P.121 Lembah Pantai,housing_per_hundred,31.793995705430333
P.122 Seputeh,housing_per_hundred,30.34656182269752
P.123 Cheras,housing_per_hundred,34.71282477930836
P.124 Bandar Tun Razak,housing_per_hundred,30.925474863839263
P.125 Putrajaya,housing_per_hundred,34.849178586472775
P.166 Labuan,housing_per_hundred,24.05277544154752
P.001 Padang Besar,births_per_thousand,13.928892370791955
P.002 Kangar,births_per_thousand,14.828048235819562
P.003 Arau,births_per_thousand,14.332388114905683
P.004 Langkawi,births_per_thousand,16.029658586330704
P.005 Jerlun,births_per_thousand,16.100233029688585
P.006 Kubang Pasu,births_per_thousand,16.87527352297593
P.007 Padang Terap,births_per_thousand,16.048858848846724
P.008 Pokok Sena,births_per_thousand,15.812771969907633
P.009 Alor Setar,births_per_thousand,15.082766154104696
P.010 Kuala Kedah,births_per_thousand,15.607295800672869
P.011 Pendang,births_per_thousand,16.10257339251029
P.012 Jerai,births_per_thousand,15.570522979397781
P.013 Sik,births_per_thousand,16.07037256061502
P.014 Merbok,births_per_thousand,16.167722791497386
P.015 Sungai Petani,births_per_thousand,15.527939035503323
P.016 Baling,births_per_thousand,16.038728688697116
P.017 Padang Serai,births_per_thousand,15.58389994540672
P.018 Kulim-Bandar Baharu,births_per_thousand,15.689210548207305
P.019 Tumpat,births_per_thousand,20.15627083981683
P.020 Pengkalan Chepa,births_per_thousand,20.40407329934742
P.021 Kota Bharu,births_per_thousand,21.039594498513008
P.022 Pasir Mas,births_per_thousand,19.590045472170328
P.023 Rantau Panjang,births_per_thousand,19.974689605636694
P.024 Kubang Kerian,births_per_thousand,20.56478129568976
P.025 Bachok,births_per_thousand,20.147370161039092
P.026 Ketereh,births_per_thousand,20.0925789318383
P.027 Tanah Merah,births_per_thousand,19.933581086423658
P.028 Pasir Puteh,births_per_thousand,20.298476693932546
P.029 Machang,births_per_thousand,21.14071192726944
P.030 Jeli,births_per_thousand,19.226872023507955
P.031 Kuala Krai,births_per_thousand,20.322454693496624
P.032 Gua Musang,births_per_thousand,19.449753322369883
P.033 Besut,births_per_thousand,23.48523371797379
P.034 Setiu,births_per_thousand,23.278045591960126
P.035 Kuala Nerus,births_per_thousand,24.157537096103177
P.036 Kuala Terengganu,births_per_thousand,23.2657268408367
P.037 Marang,births_per_thousand,23.81832520084775
P.038 Hulu Terengganu,births_per_thousand,24.603995427576073
P.039 Dungun,births_per_thousand,24.061449831973114
P.040 Kemaman,births_per_thousand,22.877605737028137
P.041 Kepala Batas,births_per_thousand,11.380432832377846
P.042 Tasek Gelugor,births_per_thousand,11.54360658191377
P.043 Bagan,births_per_thousand,11.178933920079496
P.044 Permatang Pauh,births_per_thousand,11.2382726312434
P.045 Bukit Mertajam,births_per_thousand,11.32883698380455
P.046 Batu Kawan,births_per_thousand,10.67684899190116
P.047 Nibong Tebal,births_per_thousand,11.496795974892244
P.048 Bukit Bendera,births_per_thousand,11.233414360357594
P.049 Tanjong,births_per_thousand,9.049383780056882
P.050 Jelutong,births_per_thousand,11.633326005715542
P.051 Bukit Gelugor,births_per_thousand,11.064401383050173
P.052 Bayan Baru,births_per_thousand,11.484440862552557
P.053 Balik Pulau,births_per_thousand,11.802575107296137
P.054 Gerik,births_per_thousand,12.920260517514523
P.055 Lenggong,births_per_thousand,12.904777172170567
P.056 Larut,births_per_thousand,13.208118751893364
P.057 Parit Buntar,births_per_thousand,13.030559114576235
P.058 Bagan Serai,births_per_thousand,13.217043425892069
P.059 Bukit Gantang,births_per_thousand,13.291532561008413
P.060 Taiping,births_per_thousand,13.12809841483567
P.061 Padang Rengas,births_per_thousand,13.318013265785764
P.062 Sungai Siput,births_per_thousand,10.977365662615908
P.063 Tambun,births_per_thousand,11.903567597601539
P.064 Ipoh Timor,births_per_thousand,12.360801781737193
P.065 Ipoh Barat,births_per_thousand,12.483515832209694
P.066 Batu Gajah,births_per_thousand,12.242488723064703
P.067 Kuala Kangsar,births_per_thousand,13.439147309274171
P.068 Beruas,births_per_thousand,12.884531881492368
P.069 Parit,births_per_thousand,14.051944644848167
P.070 Kampar,births_per_thousand,13.304384421149285
P.071 Gopeng,births_per_thousand,12.18576000295973
P.072 Tapah,births_per_thousand,12.80770738244851
P.073 Pasir Salak,births_per_thousand,12.958936447785302
P.074 Lumut,births_per_thousand,13.127413127413128
P.075 Bagan Datuk,births_per_thousand,9.882998888816262
P.076 Teluk Intan,births_per_thousand,12.351428710037355
P.077 Tanjong Malim,births_per_thousand,13.77016112633899
P.078 Cameron Highlands,births_per_thousand,15.690945721386452
P.079 Lipis,births_per_thousand,16.005187685142882
P.080 Raub,births_per_thousand,16.025607607211
P.081 Jerantut,births_per_thousand,16.025426883393305
P.082 Indera Mahkota,births_per_thousand,15.324608549645305
P.083 Kuantan,births_per_thousand,14.659212301262407
P.084 Paya Besar,births_per_thousand,15.455986754242781
P.085 Pekan,births_per_thousand,15.64187553536181
P.086 Maran,births_per_thousand,16.0337143964348
P.087 Kuala Krau,births_per_thousand,16.444516290211176
P.088 Temerloh,births_per_thousand,16.20104245279692
P.089 Bentong,births_per_thousand,17.24942912199387
P.090 Bera,births_per_thousand,15.84271612751753
P.091 Rompin,births_per_thousand,17.076820916380072
P.092 Sabak Bernam,births_per_thousand,13.845002494595045
P.093 Sungai Besar,births_per_thousand,13.433975065728097
P.094 Hulu Selangor,births_per_thousand,13.417896640525381
P.095 Tanjong Karang,births_per_thousand,13.280545254084394
P.096 Kuala Selangor,births_per_thousand,13.347658029030864
P.097 Selayang,births_per_thousand,13.449347489189048
P.098 Gombak,births_per_thousand,13.499156660662587
P.099 Ampang,births_per_thousand,13.664663102964264
P.100 Pandan,births_per_thousand,13.54364086485821
P.101 Hulu Langat,births_per_thousand,13.470706535968397
P.102 Bangi,births_per_thousand,13.248808552534944
P.103 Puchong,births_per_thousand,13.270927898800846
P.104 Subang,births_per_thousand,13.437093488708658
P.105 Petaling Jaya,births_per_thousand,13.770736150597587
P.106 Damansara,births_per_thousand,13.389801232143201
P.107 Sungai Buloh,births_per_thousand,13.195348783607804
P.108 Shah Alam,births_per_thousand,13.05086097847269
P.109 Kapar,births_per_thousand,13.28522798559387
P.110 Klang,births_per_thousand,13.322723503124191
P.111 Kota Raja,births_per_thousand,13.290154350843252
P.112 Kuala Langat,births_per_thousand,13.193413006438872
P.113 Sepang,births_per_thousand,12.757518660018114
P.126 Jelebu,births_per_thousand,13.862928348909659
P.127 Jempol,births_per_thousand,14.181714169719227
P.128 Seremban,births_per_thousand,14.03199765154851
P.129 Kuala Pilah,births_per_thousand,15.069573545152386
P.130 Rasah,births_per_thousand,14.221408110372781
P.131 Rembau,births_per_thousand,14.276267904799509
P.132 Port Dickson,births_per_thousand,14.41599329993641
P.133 Tampin,births_per_thousand,14.343587939584445
P.134 Masjid Tanah,births_per_thousand,14.599379238992988
P.135 Alor Gajah,births_per_thousand,11.439560889211037
P.136 Tangga Batu,births_per_thousand,14.396590467245359
P.137 Hang Tuah Jaya,births_per_thousand,14.371805131387696
P.138 Kota Melaka,births_per_thousand,14.015198993542517
P.139 Jasin,births_per_thousand,14.695497691981775
P.140 Segamat,births_per_thousand,14.932049308652696
P.141 Sekijang,births_per_thousand,14.770564734646552
P.142 Labis,births_per_thousand,14.644844825959815
P.143 Pagoh,births_per_thousand,13.917774836663096
P.144 Ledang,births_per_thousand,13.836656976941164
P.145 Bakri,births_per_thousand,14.07763040117178
P.146 Muar,births_per_thousand,13.454345983144666
P.147 Parit Sulong,births_per_thousand,13.895799706307116
P.148 Ayer Hitam,births_per_thousand,14.376262450372641
P.149 Sri Gading,births_per_thousand,12.560375441040456
P.150 Batu Pahat,births_per_thousand,13.620481927710845
P.151 Simpang Renggam,births_per_thousand,14.026164696012374
P.152 Kluang,births_per_thousand,14.462484022735309
P.153 Sembrong,births_per_thousand,13.706166202983292
P.154 Mersing,births_per_thousand,14.156915403798196
P.155 Tenggara,births_per_thousand,14.813005712829444
P.156 Kota Tinggi,births_per_thousand,14.674869721316904
P.157 Pengerang,births_per_thousand,13.341615959113946
P.158 Tebrau,births_per_thousand,14.509738736331366
P.159 Pasir Gudang,births_per_thousand,14.641410234012994
P.160 Johor Bahru,births_per_thousand,14.486315043610782
P.161 Pulai,births_per_thousand,14.430785676109034
P.162 Iskandar Puteri,births_per_thousand,14.22837320777222
P.163 Kulai,births_per_thousand,13.569748507327663
P.164 Pontian,births_per_thousand,14.563819120056738
P.165 Tanjung Piai,births_per_thousand,14.419925715534193
P.167 Kudat,births_per_thousand,14.380793914903732
P.168 Kota Marudu,births_per_thousand,14.230284605692114
P.169 Kota Belud,births_per_thousand,14.49978087147879
P.170 Tuaran,births_per_thousand,14.217342342342343
P.171 Sepanggar,births_per_thousand,14.676448983354796
P.172 Kota Kinabalu,births_per_thousand,14.150365142466857
P.173 Putatan,births_per_thousand,14.452748626337856
P.174 Penampang,births_per_thousand,14.229771595359079
P.175 Papar,births_per_thousand,14.948719149534023
P.176 Kimanis,births_per_thousand,14.342961434692906
P.177 Beaufort,births_per_thousand,14.335885773504518
P.178 Sipitang,births_per_thousand,14.162774281723562
P.179 Ranau,births_per_thousand,16.553598810464198
P.180 Keningau,births_per_thousand,14.466977718236553
P.181 Tenom,births_per_thousand,14.692414891499105
P.182 Pensiangan,births_per_thousand,15.588067734154354
P.183 Beluran,births_per_thousand,14.258009617477688
P.184 Libaran,births_per_thousand,14.038914681660172
P.185 Batu Sapi,births_per_thousand,14.620127320423064
P.186 Sandakan,births_per_thousand,14.169241896245644
P.187 Kinabatangan,births_per_thousand,14.193357305159495
P.188 Lahad Datu,births_per_thousand,13.910866299449173
P.189 Semporna,births_per_thousand,14.106743023165073
P.190 Tawau,births_per_thousand,14.34080449050236
P.191 Kalabakan,births_per_thousand,14.18984818929692
P.192 Mas Gading,births_per_thousand,14.892872419022437
P.193 Santubong,births_per_thousand,14.564632147497685
P.194 Petra Jaya,births_per_thousand,14.594232592681001
P.195 Bandar Kuching,births_per_thousand,14.447884416924664
P.196 Stampin,births_per_thousand,14.551143405099497
P.197 Kota Samarahan,births_per_thousand,14.136928230329104
P.198 Puncak Borneo,births_per_thousand,14.842782867046298
P.199 Serian,births_per_thousand,14.365768333765224
P.200 Batang Sadong,births_per_thousand,14.483290793613106
P.201 Batang Lupar,births_per_thousand,14.815201231122355
P.202 Sri Aman,births_per_thousand,15.159951004565484
P.203 Lubok Antu,births_per_thousand,14.973861090365945
P.204 Betong,births_per_thousand,14.900375397054578
P.205 Saratok,births_per_thousand,15.046324294249981
P.206 Tanjong Manis,births_per_thousand,14.739990234375
P.207 Igan,births_per_thousand,14.860522856725574
P.208 Sarikei,births_per_thousand,14.796261508847607
P.209 Julau,births_per_thousand,14.775380060354154
P.210 Kanowit,births_per_thousand,14.5748987854251
P.211 Lanang,births_per_thousand,14.371485752406366
P.212 Sibu,births_per_thousand,14.063316710695467
P.213 Mukah,births_per_thousand,14.735630293561385
P.214 Selangau,births_per_thousand,14.668354923541443
P.215 Kapit,births_per_thousand,14.665423705691094
P.216 Hulu Rajang,births_per_thousand,13.91897497349864
P.217 Bintulu,births_per_thousand,14.057907519810804
P.218 Sibuti,births_per_thousand,14.18629550321199
P.219 Miri,births_per_thousand,14.12734990903578
P.220 Baram,births_per_thousand,12.551378761870264
P.221 Limbang,births_per_thousand,14.846541355052041
P.222 Lawas,births_per_thousand,14.506611299311551
P.114 Kepong,births_per_thousand,10.489740958012788
P.115 Batu,births_per_thousand,10.003103152437799
P.116 Wangsa Maju,births_per_thousand,11.628014842300557
P.117 Segambut,births_per_thousand,11.891295351082908
P.118 Setiawangsa,births_per_thousand,12.284577993813523
P.119 Titiwangsa,births_per_thousand,12.09703839601625
P.120 Bukit Bintang,births_per_thousand,11.38315260227829
P.121 Lembah Pantai,births_per_thousand,11.69527462287466
P.122 Seputeh,births_per_thousand,12.111214811277755
P.123 Cheras,births_per_thousand,12.089263232294973
P.124 Bandar Tun Razak,births_per_thousand,12.131634242465424
P.125 Putrajaya,births_per_thousand,19.61502536583579
P.166 Labuan,births_per_thousand,17.977291841883936
P.001 Padang Besar,deaths_per_thousand,6.624576603147538
P.002 Kangar,deaths_per_thousand,7.056721750781598
P.003 Arau,deaths_per_thousand,6.8220112604282255
P.004 Langkawi,deaths_per_thousand,6.469226029871041
P.005 Jerlun,deaths_per_thousand,6.5218049208606965
P.006 Kubang Pasu,deaths_per_thousand,6.850474106491612
P.007 Padang Terap,deaths_per_thousand,6.501379080410996
P.008 Pokok Sena,deaths_per_thousand,6.3732084745635325
P.009 Alor Setar,deaths_per_thousand,6.100327703554323
P.010 Kuala Kedah,deaths_per_thousand,6.31613199379427
P.011 Pendang,deaths_per_thousand,6.49134989885571
P.012 Jerai,deaths_per_thousand,6.283676703645008
P.013 Sik,deaths_per_thousand,6.490242460082792
P.014 Merbok,deaths_per_thousand,6.549360547613436
P.015 Sungai Petani,deaths_per_thousand,6.291774222241585
P.016 Baling,deaths_per_thousand,6.482845716691223
P.017 Padang Serai,deaths_per_thousand,6.287771487036959
P.018 Kulim-Bandar Baharu,deaths_per_thousand,6.34722568837867
P.019 Tumpat,deaths_per_thousand,6.062997376961721
P.020 Pengkalan Chepa,deaths_per_thousand,6.168818968648622
P.021 Kota Bharu,deaths_per_thousand,6.383743243553184
P.022 Pasir Mas,deaths_per_thousand,5.904332193591597
P.023 Rantau Panjang,deaths_per_thousand,6.002667852378835
P.024 Kubang Kerian,deaths_per_thousand,6.212211176872443
P.025 Bachok,deaths_per_thousand,6.090621841046214
P.026 Ketereh,deaths_per_thousand,6.030539982295662
P.027 Tanah Merah,deaths_per_thousand,5.9856092353917925
P.028 Pasir Puteh,deaths_per_thousand,6.125619372271265
P.029 Machang,deaths_per_thousand,6.386539418336424
P.030 Jeli,deaths_per_thousand,5.788327084811025
P.031 Kuala Krai,deaths_per_thousand,6.123401297056387
P.032 Gua Musang,deaths_per_thousand,5.831370283123694
P.033 Besut,deaths_per_thousand,5.828280852728339
P.034 Setiu,deaths_per_thousand,5.784786338753166
P.035 Kuala Nerus,deaths_per_thousand,6.004715018721398
P.036 Kuala Terengganu,deaths_per_thousand,5.766056219048136
P.037 Marang,deaths_per_thousand,5.902213021834491
P.038 Hulu Terengganu,deaths_per_thousand,6.085678515050896
P.039 Dungun,deaths_per_thousand,5.952952472395584
P.040 Kemaman,deaths_per_thousand,5.649822341382861
P.041 Kepala Batas,deaths_per_thousand,6.211392394248267
P.042 Tasek Gelugor,deaths_per_thousand,6.286307636179945
P.043 Bagan,deaths_per_thousand,6.095180637376677
P.044 Permatang Pauh,deaths_per_thousand,6.119170692985143
P.045 Bukit Mertajam,deaths_per_thousand,6.173786568638882
P.046 Batu Kawan,deaths_per_thousand,5.78836004572318
P.047 Nibong Tebal,deaths_per_thousand,6.244161463198781
P.048 Bukit Bendera,deaths_per_thousand,6.129519410144799
P.049 Tanjong,deaths_per_thousand,4.9125226234594495
P.050 Jelutong,deaths_per_thousand,6.3574411958672234
P.051 Bukit Gelugor,deaths_per_thousand,6.0446257555782195
P.052 Bayan Baru,deaths_per_thousand,6.277736833454399
P.053 Balik Pulau,deaths_per_thousand,6.437768240343348
P.054 Gerik,deaths_per_thousand,7.305051927477557
P.055 Lenggong,deaths_per_thousand,7.320722453777921
P.056 Larut,deaths_per_thousand,7.497727961223871
P.057 Parit Buntar,deaths_per_thousand,7.401248534743614
P.058 Bagan Serai,deaths_per_thousand,7.51726066289549
P.059 Bukit Gantang,deaths_per_thousand,7.540834593230872
P.060 Taiping,deaths_per_thousand,7.482098047616133
P.061 Padang Rengas,deaths_per_thousand,7.572987935446807
P.062 Sungai Siput,deaths_per_thousand,6.231641997350689
P.063 Tambun,deaths_per_thousand,6.77558013010966
P.064 Ipoh Timor,deaths_per_thousand,7.0378619153674835
P.065 Ipoh Barat,deaths_per_thousand,7.119678762464994
